dair	dair(POSTP.invar)
kadardınız	kadar(POSTP),num.sg,case.nom,predic.perf.2p.pl
kadardır	kadar(POSTP),num.sg,case.nom,predic.pres.3p.sg
kadardırlar	kadar(POSTP),num.sg,case.nom,predic.pres.3p.pl
kadarken	kadar(POSTP),num.sg,case.nom,converb
kadarla	kadar(POSTP),num.sg,case.instr
kadarlar	kadar(POSTP),num.pl,case.nom
kadarlara	kadar(POSTP),num.pl,case.dat
kadarlarda	kadar(POSTP),num.pl,case.loc
kadarlardadır	kadar(POSTP),num.pl,case.loc,predic.pres.3p.sg
kadarlardadırlar	kadar(POSTP),num.pl,case.loc,predic.pres.3p.pl
kadarlardalardı	kadar(POSTP),num.pl,case.loc,predic.perf.3p.pl
kadarlardalardır	kadar(POSTP),num.pl,case.loc,predic.pres.3p.pl
kadarlardalarmış	kadar(POSTP),num.pl,case.loc,predic.evid.3p.pl
kadarlardalarsa	kadar(POSTP),num.pl,case.loc,predic.cond.3p.pl
kadarlardan	kadar(POSTP),num.pl,case.abl
kadarlardasın	kadar(POSTP),num.pl,case.loc,predic.pres.2p.sg
kadarlardasınız	kadar(POSTP),num.pl,case.loc,predic.pres.2p.pl
kadarlardaydı	kadar(POSTP),num.pl,case.loc,predic.perf.3p.sg
kadarlardaydık	kadar(POSTP),num.pl,case.loc,predic.perf.1p.pl
kadarlardaydılar	kadar(POSTP),num.pl,case.loc,predic.perf.3p.pl
kadarlardaydım	kadar(POSTP),num.pl,case.loc,predic.perf.1p.sg
kadarlardaydın	kadar(POSTP),num.pl,case.loc,predic.perf.2p.sg
kadarlardaydınız	kadar(POSTP),num.pl,case.loc,predic.perf.2p.pl
kadarlardayken	kadar(POSTP),num.pl,case.loc,converb
kadarlardaymış	kadar(POSTP),num.pl,case.loc,predic.evid.3p.sg
kadarlardaymışlar	kadar(POSTP),num.pl,case.loc,predic.evid.3p.pl
kadarlardaymışsın	kadar(POSTP),num.pl,case.loc,predic.evid.2p.sg
kadarlardaymışsınız	kadar(POSTP),num.pl,case.loc,predic.evid.2p.pl
kadarlardaymışım	kadar(POSTP),num.pl,case.loc,predic.evid.1p.sg
kadarlardaymışız	kadar(POSTP),num.pl,case.loc,predic.evid.1p.pl
kadarlardaysa	kadar(POSTP),num.pl,case.loc,predic.cond.3p.sg
kadarlardaysak	kadar(POSTP),num.pl,case.loc,predic.cond.1p.pl
kadarlardaysalar	kadar(POSTP),num.pl,case.loc,predic.cond.3p.pl
kadarlardaysam	kadar(POSTP),num.pl,case.loc,predic.cond.1p.sg
kadarlardaysan	kadar(POSTP),num.pl,case.loc,predic.cond.2p.sg
kadarlardaysanız	kadar(POSTP),num.pl,case.loc,predic.cond.2p.pl
kadarlardayım	kadar(POSTP),num.pl,case.loc,predic.pres.1p.sg
kadarlardayız	kadar(POSTP),num.pl,case.loc,predic.pres.1p.pl
kadarlardı	kadar(POSTP),num.pl,case.nom,predic.perf.3p.sg
kadarlardı	kadar(POSTP),num.sg,case.nom,predic.perf.3p.pl
kadarlardık	kadar(POSTP),num.pl,case.nom,predic.perf.1p.pl
kadarlardılar	kadar(POSTP),num.pl,case.nom,predic.perf.3p.pl
kadarlardım	kadar(POSTP),num.pl,case.nom,predic.perf.1p.sg
kadarlardın	kadar(POSTP),num.pl,case.nom,predic.perf.2p.sg
kadarlardınız	kadar(POSTP),num.pl,case.nom,predic.perf.2p.pl
kadarlardır	kadar(POSTP),num.pl,case.nom,predic.pres.3p.sg
kadarlardır	kadar(POSTP),num.sg,case.nom,predic.pres.3p.pl
kadarlardırlar	kadar(POSTP),num.pl,case.nom,predic.pres.3p.pl
kadarlarken	kadar(POSTP),num.pl,case.nom,converb
kadarlarla	kadar(POSTP),num.pl,case.instr
kadarlarlardı	kadar(POSTP),num.pl,case.nom,predic.perf.3p.pl
kadarlarlardır	kadar(POSTP),num.pl,case.nom,predic.pres.3p.pl
kadarlarlarmış	kadar(POSTP),num.pl,case.nom,predic.evid.3p.pl
kadarlarlarsa	kadar(POSTP),num.pl,case.nom,predic.cond.3p.pl
kadarlarmış	kadar(POSTP),num.pl,case.nom,predic.evid.3p.sg
kadarlarmış	kadar(POSTP),num.sg,case.nom,predic.evid.3p.pl
kadarlarmışlar	kadar(POSTP),num.pl,case.nom,predic.evid.3p.pl
kadarlarmışsın	kadar(POSTP),num.pl,case.nom,predic.evid.2p.sg
kadarlarmışsınız	kadar(POSTP),num.pl,case.nom,predic.evid.2p.pl
kadarlarmışım	kadar(POSTP),num.pl,case.nom,predic.evid.1p.sg
kadarlarmışız	kadar(POSTP),num.pl,case.nom,predic.evid.1p.pl
kadarlarsa	kadar(POSTP),num.pl,case.nom,predic.cond.3p.sg
kadarlarsa	kadar(POSTP),num.sg,case.nom,predic.cond.3p.pl
kadarlarsak	kadar(POSTP),num.pl,case.nom,predic.cond.1p.pl
kadarlarsalar	kadar(POSTP),num.pl,case.nom,predic.cond.3p.pl
kadarlarsam	kadar(POSTP),num.pl,case.nom,predic.cond.1p.sg
kadarlarsan	kadar(POSTP),num.pl,case.nom,predic.cond.2p.sg
kadarlarsanız	kadar(POSTP),num.pl,case.nom,predic.cond.2p.pl
kadarlarsın	kadar(POSTP),num.pl,case.nom,predic.pres.2p.sg
kadarlarsınız	kadar(POSTP),num.pl,case.nom,predic.pres.2p.pl
kadarları	kadar(POSTP),num.pl,case.acc
kadarları	kadar(POSTP),num.pl,poss.3p.pl,case.nom
kadarları	kadar(POSTP),num.pl,poss.3p.sg,case.nom
kadarları	kadar(POSTP),num.sg,poss.3p.pl,case.nom
kadarlarıdır	kadar(POSTP),num.pl,poss.3p.pl,case.nom,predic.pres.3p.sg
kadarlarıdır	kadar(POSTP),num.pl,poss.3p.sg,case.nom,predic.pres.3p.sg
kadarlarıdır	kadar(POSTP),num.sg,poss.3p.pl,case.nom,predic.pres.3p.sg
kadarlarıdırlar	kadar(POSTP),num.pl,poss.3p.pl,case.nom,predic.pres.3p.pl
kadarlarıdırlar	kadar(POSTP),num.pl,poss.3p.sg,case.nom,predic.pres.3p.pl
kadarlarıdırlar	kadar(POSTP),num.sg,poss.3p.pl,case.nom,predic.pres.3p.pl
kadarlarılardı	kadar(POSTP),num.pl,poss.3p.pl,case.nom,predic.perf.3p.pl
kadarlarılardı	kadar(POSTP),num.pl,poss.3p.sg,case.nom,predic.perf.3p.pl
kadarlarılardı	kadar(POSTP),num.sg,poss.3p.pl,case.nom,predic.perf.3p.pl
kadarlarılardır	kadar(POSTP),num.pl,poss.3p.pl,case.nom,predic.pres.3p.pl
kadarlarılardır	kadar(POSTP),num.pl,poss.3p.sg,case.nom,predic.pres.3p.pl
kadarlarılardır	kadar(POSTP),num.sg,poss.3p.pl,case.nom,predic.pres.3p.pl
kadarlarılarmış	kadar(POSTP),num.pl,poss.3p.pl,case.nom,predic.evid.3p.pl
kadarlarılarmış	kadar(POSTP),num.pl,poss.3p.sg,case.nom,predic.evid.3p.pl
kadarlarılarmış	kadar(POSTP),num.sg,poss.3p.pl,case.nom,predic.evid.3p.pl
kadarlarılarsa	kadar(POSTP),num.pl,poss.3p.pl,case.nom,predic.cond.3p.pl
kadarlarılarsa	kadar(POSTP),num.pl,poss.3p.sg,case.nom,predic.cond.3p.pl
kadarlarılarsa	kadar(POSTP),num.sg,poss.3p.pl,case.nom,predic.cond.3p.pl
kadarlarım	kadar(POSTP),num.pl,case.nom,predic.pres.1p.sg
kadarlarım	kadar(POSTP),num.pl,poss.1p.sg,case.nom
kadarlarıma	kadar(POSTP),num.pl,poss.1p.sg,case.dat
kadarlarımda	kadar(POSTP),num.pl,poss.1p.sg,case.loc
kadarlarımdadır	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.3p.sg
kadarlarımdadırlar	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.3p.pl
kadarlarımdalardı	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.3p.pl
kadarlarımdalardır	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.3p.pl
kadarlarımdalarmış	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.3p.pl
kadarlarımdalarsa	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.3p.pl
kadarlarımdan	kadar(POSTP),num.pl,poss.1p.sg,case.abl
kadarlarımdasın	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.2p.sg
kadarlarımdasınız	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.2p.pl
kadarlarımdaydı	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.3p.sg
kadarlarımdaydık	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.1p.pl
kadarlarımdaydılar	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.3p.pl
kadarlarımdaydım	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.1p.sg
kadarlarımdaydın	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.2p.sg
kadarlarımdaydınız	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.perf.2p.pl
kadarlarımdayken	kadar(POSTP),num.pl,poss.1p.sg,case.loc,converb
kadarlarımdaymış	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.3p.sg
kadarlarımdaymışlar	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.3p.pl
kadarlarımdaymışsın	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.2p.sg
kadarlarımdaymışsınız	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.2p.pl
kadarlarımdaymışım	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.1p.sg
kadarlarımdaymışız	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.evid.1p.pl
kadarlarımdaysa	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.3p.sg
kadarlarımdaysak	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.1p.pl
kadarlarımdaysalar	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.3p.pl
kadarlarımdaysam	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.1p.sg
kadarlarımdaysan	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.2p.sg
kadarlarımdaysanız	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.cond.2p.pl
kadarlarımdayım	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.1p.sg
kadarlarımdayız	kadar(POSTP),num.pl,poss.1p.sg,case.loc,predic.pres.1p.pl
kadarlarımdı	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.3p.sg
kadarlarımdık	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.1p.pl
kadarlarımdılar	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.3p.pl
kadarlarımdım	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.1p.sg
kadarlarımdın	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.2p.sg
kadarlarımdınız	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.2p.pl
kadarlarımdır	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.3p.sg
kadarlarımdırlar	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.3p.pl
kadarlarımken	kadar(POSTP),num.pl,poss.1p.sg,case.nom,converb
kadarlarımla	kadar(POSTP),num.pl,poss.1p.sg,case.instr
kadarlarımlardı	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.perf.3p.pl
kadarlarımlardır	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.3p.pl
kadarlarımlarmış	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.3p.pl
kadarlarımlarsa	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.3p.pl
kadarlarımmış	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.3p.sg
kadarlarımmışlar	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.3p.pl
kadarlarımmışsın	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.2p.sg
kadarlarımmışsınız	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.2p.pl
kadarlarımmışım	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.1p.sg
kadarlarımmışız	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.evid.1p.pl
kadarlarımsa	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.3p.sg
kadarlarımsak	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.1p.pl
kadarlarımsalar	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.3p.pl
kadarlarımsam	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.1p.sg
kadarlarımsan	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.2p.sg
kadarlarımsanız	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.cond.2p.pl
kadarlarımsın	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.2p.sg
kadarlarımsınız	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.2p.pl
kadarlarımı	kadar(POSTP),num.pl,poss.1p.sg,case.acc
kadarlarımım	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.1p.sg
kadarlarımın	kadar(POSTP),num.pl,poss.1p.sg,case.gen
kadarlarımız	kadar(POSTP),num.pl,poss.1p.pl,case.nom
kadarlarımız	kadar(POSTP),num.pl,poss.1p.sg,case.nom,predic.pres.1p.pl
kadarlarımıza	kadar(POSTP),num.pl,poss.1p.pl,case.dat
kadarlarımızda	kadar(POSTP),num.pl,poss.1p.pl,case.loc
kadarlarımızdadır	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.3p.sg
kadarlarımızdadırlar	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.3p.pl
kadarlarımızdalardı	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.3p.pl
kadarlarımızdalardır	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.3p.pl
kadarlarımızdalarmış	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.3p.pl
kadarlarımızdalarsa	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.3p.pl
kadarlarımızdan	kadar(POSTP),num.pl,poss.1p.pl,case.abl
kadarlarımızdasın	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.2p.sg
kadarlarımızdasınız	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.2p.pl
kadarlarımızdaydı	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.3p.sg
kadarlarımızdaydık	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.1p.pl
kadarlarımızdaydılar	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.3p.pl
kadarlarımızdaydım	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.1p.sg
kadarlarımızdaydın	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.2p.sg
kadarlarımızdaydınız	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.perf.2p.pl
kadarlarımızdayken	kadar(POSTP),num.pl,poss.1p.pl,case.loc,converb
kadarlarımızdaymış	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.3p.sg
kadarlarımızdaymışlar	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.3p.pl
kadarlarımızdaymışsın	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.2p.sg
kadarlarımızdaymışsınız	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.2p.pl
kadarlarımızdaymışım	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.1p.sg
kadarlarımızdaymışız	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.evid.1p.pl
kadarlarımızdaysa	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.3p.sg
kadarlarımızdaysak	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.1p.pl
kadarlarımızdaysalar	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.3p.pl
kadarlarımızdaysam	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.1p.sg
kadarlarımızdaysan	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.2p.sg
kadarlarımızdaysanız	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.cond.2p.pl
kadarlarımızdayım	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.1p.sg
kadarlarımızdayız	kadar(POSTP),num.pl,poss.1p.pl,case.loc,predic.pres.1p.pl
kadarlarımızdı	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.3p.sg
kadarlarımızdık	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.1p.pl
kadarlarımızdılar	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.3p.pl
kadarlarımızdım	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.1p.sg
kadarlarımızdın	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.2p.sg
kadarlarımızdınız	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.2p.pl
kadarlarımızdır	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.3p.sg
kadarlarımızdırlar	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.3p.pl
kadarlarımızken	kadar(POSTP),num.pl,poss.1p.pl,case.nom,converb
kadarlarımızla	kadar(POSTP),num.pl,poss.1p.pl,case.instr
kadarlarımızlardı	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.perf.3p.pl
kadarlarımızlardır	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.3p.pl
kadarlarımızlarmış	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.3p.pl
kadarlarımızlarsa	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.3p.pl
kadarlarımızmış	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.3p.sg
kadarlarımızmışlar	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.3p.pl
kadarlarımızmışsın	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.2p.sg
kadarlarımızmışsınız	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.2p.pl
kadarlarımızmışım	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.1p.sg
kadarlarımızmışız	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.evid.1p.pl
kadarlarımızsa	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.3p.sg
kadarlarımızsak	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.1p.pl
kadarlarımızsalar	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.3p.pl
kadarlarımızsam	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.1p.sg
kadarlarımızsan	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.2p.sg
kadarlarımızsanız	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.cond.2p.pl
kadarlarımızsın	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.2p.sg
kadarlarımızsınız	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.2p.pl
kadarlarımızı	kadar(POSTP),num.pl,poss.1p.pl,case.acc
kadarlarımızım	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.1p.sg
kadarlarımızın	kadar(POSTP),num.pl,poss.1p.pl,case.gen
kadarlarımızız	kadar(POSTP),num.pl,poss.1p.pl,case.nom,predic.pres.1p.pl
kadarların	kadar(POSTP),num.pl,case.gen
kadarların	kadar(POSTP),num.pl,poss.2p.sg,case.nom
kadarlarına	kadar(POSTP),num.pl,poss.2p.sg,case.dat
kadarlarına	kadar(POSTP),num.pl,poss.3p.pl,case.dat
kadarlarına	kadar(POSTP),num.pl,poss.3p.sg,case.dat
kadarlarına	kadar(POSTP),num.sg,poss.3p.pl,case.dat
kadarlarında	kadar(POSTP),num.pl,poss.2p.sg,case.loc
kadarlarında	kadar(POSTP),num.pl,poss.3p.pl,case.loc
kadarlarında	kadar(POSTP),num.pl,poss.3p.sg,case.loc
kadarlarında	kadar(POSTP),num.sg,poss.3p.pl,case.loc
kadarlarındadır	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.pres.3p.sg
kadarlarındadır	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.pres.3p.sg
kadarlarındadır	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.pres.3p.sg
kadarlarındadır	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.pres.3p.sg
kadarlarındadırlar	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.pres.3p.pl
kadarlarındadırlar	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.pres.3p.pl
kadarlarındadırlar	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.pres.3p.pl
kadarlarındadırlar	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.pres.3p.pl
kadarlarındalardı	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.3p.pl
kadarlarındalardı	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.3p.pl
kadarlarındalardı	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.3p.pl
kadarlarındalardı	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.3p.pl
kadarlarındalardır	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.pres.3p.pl
kadarlarındalardır	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.pres.3p.pl
kadarlarındalardır	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.pres.3p.pl
kadarlarındalardır	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.pres.3p.pl
kadarlarındalarmış	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.evid.3p.pl
kadarlarındalarmış	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.evid.3p.pl
kadarlarındalarmış	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.evid.3p.pl
kadarlarındalarmış	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.evid.3p.pl
kadarlarındalarsa	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.cond.3p.pl
kadarlarındalarsa	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.cond.3p.pl
kadarlarındalarsa	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.cond.3p.pl
kadarlarındalarsa	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.cond.3p.pl
kadarlarından	kadar(POSTP),num.pl,poss.2p.sg,case.abl
kadarlarından	kadar(POSTP),num.pl,poss.3p.pl,case.abl
kadarlarından	kadar(POSTP),num.pl,poss.3p.sg,case.abl
kadarlarından	kadar(POSTP),num.sg,poss.3p.pl,case.abl
kadarlarındasın	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.pres.2p.sg
kadarlarındasın	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.pres.2p.sg
kadarlarındasın	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.pres.2p.sg
kadarlarındasın	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.pres.2p.sg
kadarlarındasınız	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.pres.2p.pl
kadarlarındasınız	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.pres.2p.pl
kadarlarındasınız	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.pres.2p.pl
kadarlarındasınız	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.pres.2p.pl
kadarlarındaydı	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.3p.sg
kadarlarındaydı	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.3p.sg
kadarlarındaydı	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.3p.sg
kadarlarındaydı	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.3p.sg
kadarlarındaydık	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.1p.pl
kadarlarındaydık	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.1p.pl
kadarlarındaydık	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.1p.pl
kadarlarındaydık	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.1p.pl
kadarlarındaydılar	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.3p.pl
kadarlarındaydılar	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.3p.pl
kadarlarındaydılar	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.3p.pl
kadarlarındaydılar	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.3p.pl
kadarlarındaydım	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.1p.sg
kadarlarındaydım	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.1p.sg
kadarlarındaydım	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.1p.sg
kadarlarındaydım	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.1p.sg
kadarlarındaydın	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.2p.sg
kadarlarındaydın	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.2p.sg
kadarlarındaydın	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.2p.sg
kadarlarındaydın	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.2p.sg
kadarlarındaydınız	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.perf.2p.pl
kadarlarındaydınız	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.perf.2p.pl
kadarlarındaydınız	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.perf.2p.pl
kadarlarındaydınız	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.perf.2p.pl
kadarlarındayken	kadar(POSTP),num.pl,poss.2p.sg,case.loc,converb
kadarlarındayken	kadar(POSTP),num.pl,poss.3p.pl,case.loc,converb
kadarlarındayken	kadar(POSTP),num.pl,poss.3p.sg,case.loc,converb
kadarlarındayken	kadar(POSTP),num.sg,poss.3p.pl,case.loc,converb
kadarlarındaymış	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.evid.3p.sg
kadarlarındaymış	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.evid.3p.sg
kadarlarındaymış	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.evid.3p.sg
kadarlarındaymış	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.evid.3p.sg
kadarlarındaymışlar	kadar(POSTP),num.pl,poss.2p.sg,case.loc,predic.evid.3p.pl
kadarlarındaymışlar	kadar(POSTP),num.pl,poss.3p.pl,case.loc,predic.evid.3p.pl
kadarlarındaymışlar	kadar(POSTP),num.pl,poss.3p.sg,case.loc,predic.evid.3p.pl
kadarlarındaymışlar	kadar(POSTP),num.sg,poss.3p.pl,case.loc,predic.evid.3p.pl
